timestamp,project_id,resource_type,resource_id,zone,metric_name,metric_value,metric_unit,cpu_usage_percent,memory_usage_bytes,memory_limit_bytes,network_ingress_bytes,network_egress_bytes,restart_count,label_app,label_env,label_version,_anomaly
2026-03-27T08:35:00+00:00,custom-sim,gke_container,container-1249,europe-west1-b,container/cpu/usage_time,10.93,%,49.63,509862664,1024000000,54330,59870,0,custom,staging,0.1,
2026-03-27T08:36:00+00:00,custom-sim,gke_container,container-7062,europe-west1-b,container/cpu/usage_time,16.16,%,26.5,673456744,1024000000,59483,34566,0,custom,staging,0.1,
2026-03-27T08:37:00+00:00,custom-sim,gke_container,container-5420,europe-west1-b,container/cpu/usage_time,20.89,%,68.74,697405692,1024000000,46380,45078,0,custom,staging,0.1,
2026-03-27T08:38:00+00:00,custom-sim,gke_container,container-3273,europe-west1-b,container/cpu/usage_time,18.65,%,41.09,515383724,1024000000,34832,53309,0,custom,staging,0.1,
2026-03-27T08:39:00+00:00,custom-sim,gke_container,container-8824,europe-west1-b,container/cpu/usage_time,10.18,%,64.84,132319787,1024000000,18425,65845,0,custom,staging,0.1,
2026-03-27T08:40:00+00:00,custom-sim,gke_container,container-8491,europe-west1-b,container/cpu/usage_time,26.1,%,63.75,207944922,1024000000,67048,41655,0,custom,staging,0.1,
2026-03-27T08:40:00+00:00,custom-sim,gke_container,container-2179,europe-west1-b,container/cpu/usage_time,52.89,%,52.89,,,,,,,,,A3_GCP_CPU
2026-03-27T08:41:00+00:00,custom-sim,gke_container,container-7198,europe-west1-b,container/cpu/usage_time,25.49,%,51.21,103482174,1024000000,7782,47121,0,custom,staging,0.1,
2026-03-27T08:42:00+00:00,custom-sim,gke_container,container-8143,europe-west1-b,container/cpu/usage_time,23.14,%,51.89,587806795,1024000000,13027,37957,0,custom,staging,0.1,
2026-03-27T08:43:00+00:00,custom-sim,gke_container,container-2729,europe-west1-b,container/cpu/usage_time,19.09,%,73.48,101776536,1024000000,52920,93104,0,custom,staging,0.1,
2026-03-27T08:44:00+00:00,custom-sim,gke_container,container-4461,europe-west1-b,container/cpu/usage_time,16.24,%,52.95,772201221,1024000000,86518,38014,0,custom,staging,0.1,
2026-03-27T08:45:00+00:00,custom-sim,gke_container,container-7762,europe-west1-b,container/cpu/usage_time,24.78,%,34.93,746967672,1024000000,74764,76956,0,custom,staging,0.1,
2026-03-27T08:46:00+00:00,custom-sim,gke_container,container-7109,europe-west1-b,container/cpu/usage_time,11.09,%,17.77,440324125,1024000000,69827,32410,0,custom,staging,0.1,
2026-03-27T08:47:00+00:00,custom-sim,gke_container,container-8510,europe-west1-b,container/cpu/usage_time,20.51,%,49.1,463391480,1024000000,25070,85994,0,custom,staging,0.1,
2026-03-27T08:48:00+00:00,custom-sim,gke_container,container-9872,europe-west1-b,container/cpu/usage_time,29.15,%,39.96,233998314,1024000000,39764,29889,0,custom,staging,0.1,
2026-03-27T08:49:00+00:00,custom-sim,gke_container,container-7266,europe-west1-b,container/cpu/usage_time,23.12,%,82.4,121168334,1024000000,41053,26592,0,custom,staging,0.1,
2026-03-27T08:50:00+00:00,custom-sim,gke_container,container-7554,europe-west1-b,container/cpu/usage_time,18.54,%,77.31,552502296,1024000000,62099,94818,0,custom,staging,0.1,
2026-03-27T08:50:00+00:00,custom-sim,gke_container,container-6437,europe-west1-b,container/cpu/usage_time,61.11,%,61.11,,,,,,,,,A3_GCP_CPU
2026-03-27T08:51:00+00:00,custom-sim,gke_container,container-1258,europe-west1-b,container/cpu/usage_time,14.95,%,58.89,512843194,1024000000,92890,60336,0,custom,staging,0.1,
2026-03-27T08:52:00+00:00,custom-sim,gke_container,container-9131,europe-west1-b,container/cpu/usage_time,10.41,%,73.25,367323994,1024000000,42434,32502,0,custom,staging,0.1,
2026-03-27T08:53:00+00:00,custom-sim,gke_container,container-3452,europe-west1-b,container/cpu/usage_time,21.24,%,16.4,139646738,1024000000,60582,69825,0,custom,staging,0.1,
2026-03-27T08:54:00+00:00,custom-sim,gke_container,container-7471,europe-west1-b,container/cpu/usage_time,20.24,%,41.5,731256008,1024000000,42225,10396,0,custom,staging,0.1,
2026-03-27T08:55:00+00:00,custom-sim,gke_container,container-6076,europe-west1-b,container/cpu/usage_time,21.3,%,64.49,690374012,1024000000,63784,81958,0,custom,staging,0.1,
2026-03-27T08:56:00+00:00,custom-sim,gke_container,container-3070,europe-west1-b,container/cpu/usage_time,13.69,%,58.57,512540534,1024000000,21962,30507,0,custom,staging,0.1,
2026-03-27T08:57:00+00:00,custom-sim,gke_container,container-5709,europe-west1-b,container/cpu/usage_time,23.68,%,28.24,198857090,1024000000,72270,26036,0,custom,staging,0.1,
2026-03-27T08:58:00+00:00,custom-sim,gke_container,container-2972,europe-west1-b,container/cpu/usage_time,18.84,%,27.64,309770288,1024000000,97552,10848,0,custom,staging,0.1,
2026-03-27T08:59:00+00:00,custom-sim,gke_container,container-5964,europe-west1-b,container/cpu/usage_time,29.73,%,73.43,361321794,1024000000,77334,30143,0,custom,staging,0.1,
2026-03-27T09:00:00+00:00,custom-sim,gke_container,container-9464,europe-west1-b,container/cpu/usage_time,12.06,%,17.71,303453962,1024000000,76908,47184,0,custom,staging,0.1,
2026-03-27T09:00:00+00:00,custom-sim,gke_container,container-1245,europe-west1-b,container/cpu/usage_time,69.33,%,69.33,,,,,,,,,A3_GCP_CPU
2026-03-27T09:01:00+00:00,custom-sim,gke_container,container-9984,europe-west1-b,container/cpu/usage_time,23.38,%,62.66,490987079,1024000000,10064,80952,0,custom,staging,0.1,
2026-03-27T09:02:00+00:00,custom-sim,gke_container,container-1014,europe-west1-b,container/cpu/usage_time,20.86,%,23.76,750276684,1024000000,75618,27884,0,custom,staging,0.1,
2026-03-27T09:03:00+00:00,custom-sim,gke_container,container-3601,europe-west1-b,container/cpu/usage_time,27.56,%,17.66,523145826,1024000000,88235,91180,0,custom,staging,0.1,
2026-03-27T09:04:00+00:00,custom-sim,gke_container,container-9985,europe-west1-b,container/cpu/usage_time,12.06,%,52.29,664654859,1024000000,79425,6793,0,custom,staging,0.1,
2026-03-27T09:05:00+00:00,custom-sim,gke_container,container-9645,europe-west1-b,container/cpu/usage_time,13.99,%,54.18,221184915,1024000000,16126,29146,0,custom,staging,0.1,
2026-03-27T09:06:00+00:00,custom-sim,gke_container,container-3623,europe-west1-b,container/cpu/usage_time,13.57,%,82.8,592420749,1024000000,17996,80842,0,custom,staging,0.1,
2026-03-27T09:07:00+00:00,custom-sim,gke_container,container-1339,europe-west1-b,container/cpu/usage_time,27.88,%,89.17,469619516,1024000000,21157,54710,0,custom,staging,0.1,
2026-03-27T09:08:00+00:00,custom-sim,gke_container,container-8593,europe-west1-b,container/cpu/usage_time,23.07,%,40.49,725039961,1024000000,90891,25144,0,custom,staging,0.1,
2026-03-27T09:09:00+00:00,custom-sim,gke_container,container-1240,europe-west1-b,container/cpu/usage_time,27.84,%,62.77,525612395,1024000000,72539,54449,0,custom,staging,0.1,
2026-03-27T09:10:00+00:00,custom-sim,gke_container,container-3516,europe-west1-b,container/cpu/usage_time,22.38,%,55.38,463748480,1024000000,21505,21950,0,custom,staging,0.1,
2026-03-27T09:10:00+00:00,custom-sim,gke_container,container-1337,europe-west1-b,container/cpu/usage_time,77.56,%,77.56,,,,,,,,,A3_GCP_CPU
2026-03-27T09:11:00+00:00,custom-sim,gke_container,container-5028,europe-west1-b,container/cpu/usage_time,15.88,%,42.0,440995481,1024000000,42525,46587,0,custom,staging,0.1,
2026-03-27T09:12:00+00:00,custom-sim,gke_container,container-9449,europe-west1-b,container/cpu/usage_time,29.15,%,36.59,149560151,1024000000,16999,61594,0,custom,staging,0.1,
2026-03-27T09:13:00+00:00,custom-sim,gke_container,container-5106,europe-west1-b,container/cpu/usage_time,28.59,%,32.74,560560331,1024000000,40825,42573,0,custom,staging,0.1,
2026-03-27T09:14:00+00:00,custom-sim,gke_container,container-2077,europe-west1-b,container/cpu/usage_time,22.2,%,25.92,145837382,1024000000,50297,14791,0,custom,staging,0.1,
2026-03-27T09:15:00+00:00,custom-sim,gke_container,container-4241,europe-west1-b,container/cpu/usage_time,27.18,%,6.83,200846513,1024000000,57671,7904,0,custom,staging,0.1,
2026-03-27T09:16:00+00:00,custom-sim,gke_container,container-3589,europe-west1-b,container/cpu/usage_time,22.35,%,45.87,353328062,1024000000,33614,76958,0,custom,staging,0.1,
2026-03-27T09:17:00+00:00,custom-sim,gke_container,container-3708,europe-west1-b,container/cpu/usage_time,14.79,%,43.86,306056758,1024000000,18114,59000,0,custom,staging,0.1,
2026-03-27T09:18:00+00:00,custom-sim,gke_container,container-9994,europe-west1-b,container/cpu/usage_time,15.68,%,37.01,281515486,1024000000,16964,9872,0,custom,staging,0.1,
2026-03-27T09:19:00+00:00,custom-sim,gke_container,container-6038,europe-west1-b,container/cpu/usage_time,29.96,%,88.87,487116332,1024000000,52652,74565,0,custom,staging,0.1,
2026-03-27T09:20:00+00:00,custom-sim,gke_container,container-7227,europe-west1-b,container/cpu/usage_time,28.55,%,1.03,519422045,1024000000,61773,37675,0,custom,staging,0.1,
2026-03-27T09:20:00+00:00,custom-sim,gke_container,container-9138,europe-west1-b,container/cpu/usage_time,85.78,%,85.78,,,,,,,,,A3_GCP_CPU
2026-03-27T09:21:00+00:00,custom-sim,gke_container,container-5215,europe-west1-b,container/cpu/usage_time,17.4,%,7.48,203946780,1024000000,36618,86984,0,custom,staging,0.1,
2026-03-27T09:22:00+00:00,custom-sim,gke_container,container-6675,europe-west1-b,container/cpu/usage_time,19.41,%,15.84,675481860,1024000000,2603,91629,0,custom,staging,0.1,
2026-03-27T09:23:00+00:00,custom-sim,gke_container,container-4420,europe-west1-b,container/cpu/usage_time,19.8,%,9.13,318801601,1024000000,71613,74762,0,custom,staging,0.1,
2026-03-27T09:24:00+00:00,custom-sim,gke_container,container-3364,europe-west1-b,container/cpu/usage_time,21.3,%,78.95,618434899,1024000000,33919,53328,0,custom,staging,0.1,
2026-03-27T09:25:00+00:00,custom-sim,gke_container,container-2593,europe-west1-b,container/cpu/usage_time,27.99,%,49.78,452334589,1024000000,11655,91831,0,custom,staging,0.1,
2026-03-27T09:26:00+00:00,custom-sim,gke_container,container-5425,europe-west1-b,container/cpu/usage_time,13.52,%,5.31,429566357,1024000000,65835,18896,0,custom,staging,0.1,
2026-03-27T09:27:00+00:00,custom-sim,gke_container,container-4487,europe-west1-b,container/cpu/usage_time,23.0,%,43.23,631994931,1024000000,89351,11410,0,custom,staging,0.1,
2026-03-27T09:28:00+00:00,custom-sim,gke_container,container-5235,europe-west1-b,container/cpu/usage_time,13.4,%,21.61,230137032,1024000000,49150,63327,0,custom,staging,0.1,
2026-03-27T09:29:00+00:00,custom-sim,gke_container,container-2924,europe-west1-b,container/cpu/usage_time,25.16,%,47.27,700825794,1024000000,77296,2915,0,custom,staging,0.1,
2026-03-27T09:30:00+00:00,custom-sim,gke_container,container-5083,europe-west1-b,container/cpu/usage_time,11.78,%,17.64,141735588,1024000000,7568,67538,0,custom,staging,0.1,
2026-03-27T09:30:00+00:00,custom-sim,gke_container,container-3179,europe-west1-b,container/cpu/usage_time,94.0,%,94.0,,,,,,,,,A3_GCP_CPU
2026-03-27T09:31:00+00:00,custom-sim,gke_container,container-9652,europe-west1-b,container/cpu/usage_time,22.66,%,42.22,513268962,1024000000,2570,30011,0,custom,staging,0.1,
2026-03-27T09:32:00+00:00,custom-sim,gke_container,container-2565,europe-west1-b,container/cpu/usage_time,25.68,%,12.28,164012839,1024000000,52164,88201,0,custom,staging,0.1,
2026-03-27T09:32:00+00:00,custom-sim,gke_container,container-A4,europe-west1-b,container/restart_count,1,,,,,,,1,,,,A4_RESTART
2026-03-27T09:33:00+00:00,custom-sim,gke_container,container-8871,europe-west1-b,container/cpu/usage_time,20.35,%,58.4,427728662,1024000000,15196,27149,0,custom,staging,0.1,
2026-03-27T09:34:00+00:00,custom-sim,gke_container,container-4812,europe-west1-b,container/cpu/usage_time,28.79,%,74.84,741999246,1024000000,52404,20470,0,custom,staging,0.1,
2026-03-27T09:34:00+00:00,custom-sim,gke_container,container-A4,europe-west1-b,container/restart_count,2,,,,,,,2,,,,A4_RESTART
2026-03-27T09:35:00+00:00,custom-sim,gke_container,container-5729,europe-west1-b,container/cpu/usage_time,15.59,%,48.78,366501548,1024000000,77375,5825,0,custom,staging,0.1,
2026-03-27T09:36:00+00:00,custom-sim,gke_container,container-8953,europe-west1-b,container/cpu/usage_time,28.01,%,68.19,560042134,1024000000,68864,96795,0,custom,staging,0.1,
2026-03-27T09:37:00+00:00,custom-sim,gke_container,container-6342,europe-west1-b,container/cpu/usage_time,28.29,%,83.41,604378945,1024000000,66515,60831,0,custom,staging,0.1,
2026-03-27T09:38:00+00:00,custom-sim,gke_container,container-2921,europe-west1-b,container/cpu/usage_time,24.16,%,10.09,616959914,1024000000,77506,70809,0,custom,staging,0.1,
2026-03-27T09:39:00+00:00,custom-sim,gke_container,container-5040,europe-west1-b,container/cpu/usage_time,13.96,%,63.69,255142080,1024000000,69677,38632,0,custom,staging,0.1,
2026-03-27T09:40:00+00:00,custom-sim,gke_container,container-1477,europe-west1-b,container/cpu/usage_time,23.66,%,85.05,665867924,1024000000,91018,85998,0,custom,staging,0.1,
2026-03-27T09:41:00+00:00,custom-sim,gke_container,container-8856,europe-west1-b,container/cpu/usage_time,28.59,%,1.8,511564921,1024000000,28259,81657,0,custom,staging,0.1,
2026-03-27T09:42:00+00:00,custom-sim,gke_container,container-2041,europe-west1-b,container/cpu/usage_time,18.5,%,20.45,272482158,1024000000,19742,19200,0,custom,staging,0.1,
2026-03-27T09:43:00+00:00,custom-sim,gke_container,container-6120,europe-west1-b,container/cpu/usage_time,26.15,%,34.95,324993719,1024000000,61512,28278,0,custom,staging,0.1,
2026-03-27T09:44:00+00:00,custom-sim,gke_container,container-3626,europe-west1-b,container/cpu/usage_time,20.42,%,5.79,243358969,1024000000,68732,87625,0,custom,staging,0.1,
2026-03-27T09:45:00+00:00,custom-sim,gke_container,container-2918,europe-west1-b,container/cpu/usage_time,21.45,%,38.16,180545110,1024000000,28832,10023,0,custom,staging,0.1,
2026-03-27T09:46:00+00:00,custom-sim,gke_container,container-5069,europe-west1-b,container/cpu/usage_time,30.0,%,83.39,139077301,1024000000,74060,4305,0,custom,staging,0.1,
2026-03-27T09:47:00+00:00,custom-sim,gke_container,container-6590,europe-west1-b,container/cpu/usage_time,16.25,%,57.06,729786352,1024000000,24795,71497,0,custom,staging,0.1,
2026-03-27T09:48:00+00:00,custom-sim,gke_container,container-5211,europe-west1-b,container/cpu/usage_time,26.12,%,52.51,649741616,1024000000,48701,66126,0,custom,staging,0.1,
2026-03-27T09:49:00+00:00,custom-sim,gke_container,container-4194,europe-west1-b,container/cpu/usage_time,12.04,%,17.81,378814039,1024000000,42990,24561,0,custom,staging,0.1,
2026-03-27T09:50:00+00:00,custom-sim,gke_container,container-7628,europe-west1-b,container/cpu/usage_time,18.7,%,65.97,108560322,1024000000,30244,65703,0,custom,staging,0.1,
2026-03-27T09:51:00+00:00,custom-sim,gke_container,container-9945,europe-west1-b,container/cpu/usage_time,22.32,%,5.25,470909501,1024000000,16025,76520,0,custom,staging,0.1,
2026-03-27T09:52:00+00:00,custom-sim,gke_container,container-4722,europe-west1-b,container/cpu/usage_time,12.92,%,17.43,246967476,1024000000,34785,45393,0,custom,staging,0.1,
2026-03-27T09:53:00+00:00,custom-sim,gke_container,container-4482,europe-west1-b,container/cpu/usage_time,28.07,%,33.97,730443839,1024000000,65211,2118,0,custom,staging,0.1,
2026-03-27T09:54:00+00:00,custom-sim,gke_container,container-6820,europe-west1-b,container/cpu/usage_time,17.78,%,71.0,136046809,1024000000,94119,65198,0,custom,staging,0.1,
2026-03-27T09:55:00+00:00,custom-sim,gke_container,container-6674,europe-west1-b,container/cpu/usage_time,10.07,%,13.41,544019650,1024000000,32451,78241,0,custom,staging,0.1,
2026-03-27T09:56:00+00:00,custom-sim,gke_container,container-1448,europe-west1-b,container/cpu/usage_time,28.49,%,72.05,275955810,1024000000,7895,57843,0,custom,staging,0.1,
2026-03-27T09:57:00+00:00,custom-sim,gke_container,container-8258,europe-west1-b,container/cpu/usage_time,14.76,%,38.56,530409504,1024000000,75951,42962,0,custom,staging,0.1,
2026-03-27T09:58:00+00:00,custom-sim,gke_container,container-4081,europe-west1-b,container/cpu/usage_time,16.85,%,39.78,640639012,1024000000,83425,47037,0,custom,staging,0.1,
2026-03-27T09:59:00+00:00,custom-sim,gke_container,container-3044,europe-west1-b,container/cpu/usage_time,10.41,%,62.68,608020944,1024000000,14088,91562,0,custom,staging,0.1,
2026-03-27T10:00:00+00:00,custom-sim,gke_container,container-4307,europe-west1-b,container/cpu/usage_time,23.8,%,22.18,777126373,1024000000,95457,96806,0,custom,staging,0.1,
2026-03-27T10:01:00+00:00,custom-sim,gke_container,container-3645,europe-west1-b,container/cpu/usage_time,10.32,%,9.1,562187073,1024000000,65552,58659,0,custom,staging,0.1,
2026-03-27T10:02:00+00:00,custom-sim,gke_container,container-3038,europe-west1-b,container/cpu/usage_time,23.45,%,13.58,251684594,1024000000,94869,15218,0,custom,staging,0.1,
2026-03-27T10:03:00+00:00,custom-sim,gke_container,container-9223,europe-west1-b,container/cpu/usage_time,18.3,%,25.74,114936510,1024000000,73280,84890,0,custom,staging,0.1,
2026-03-27T10:04:00+00:00,custom-sim,gke_container,container-9837,europe-west1-b,container/cpu/usage_time,16.32,%,67.66,273531036,1024000000,82044,30637,0,custom,staging,0.1,
2026-03-27T10:05:00+00:00,custom-sim,gke_container,container-8166,europe-west1-b,container/cpu/usage_time,28.23,%,44.45,323458405,1024000000,15659,75009,0,custom,staging,0.1,
2026-03-27T10:06:00+00:00,custom-sim,gke_container,container-6719,europe-west1-b,container/cpu/usage_time,24.03,%,25.48,732394786,1024000000,13177,15190,0,custom,staging,0.1,
2026-03-27T10:07:00+00:00,custom-sim,gke_container,container-1308,europe-west1-b,container/cpu/usage_time,25.83,%,49.21,535821617,1024000000,19505,56668,0,custom,staging,0.1,
2026-03-27T10:08:00+00:00,custom-sim,gke_container,container-3753,europe-west1-b,container/cpu/usage_time,26.1,%,42.33,215563756,1024000000,26798,25134,0,custom,staging,0.1,
2026-03-27T10:09:00+00:00,custom-sim,gke_container,container-5033,europe-west1-b,container/cpu/usage_time,26.23,%,88.29,417441402,1024000000,88814,79154,0,custom,staging,0.1,
2026-03-27T10:10:00+00:00,custom-sim,gke_container,container-5183,europe-west1-b,container/cpu/usage_time,18.75,%,43.08,407417673,1024000000,63896,25932,0,custom,staging,0.1,
2026-03-27T10:11:00+00:00,custom-sim,gke_container,container-4918,europe-west1-b,container/cpu/usage_time,25.81,%,8.97,630433993,1024000000,56485,71448,0,custom,staging,0.1,
2026-03-27T10:12:00+00:00,custom-sim,gke_container,container-9884,europe-west1-b,container/cpu/usage_time,24.28,%,79.04,538146833,1024000000,58327,95721,0,custom,staging,0.1,
2026-03-27T10:13:00+00:00,custom-sim,gke_container,container-1984,europe-west1-b,container/cpu/usage_time,27.86,%,31.13,128877099,1024000000,24858,50242,0,custom,staging,0.1,
2026-03-27T10:14:00+00:00,custom-sim,gke_container,container-4871,europe-west1-b,container/cpu/usage_time,23.75,%,23.29,133857164,1024000000,24403,74029,0,custom,staging,0.1,
2026-03-27T10:15:00+00:00,custom-sim,gke_container,container-8996,europe-west1-b,container/cpu/usage_time,25.39,%,31.97,256573265,1024000000,67618,61014,0,custom,staging,0.1,
2026-03-27T10:16:00+00:00,custom-sim,gke_container,container-7370,europe-west1-b,container/cpu/usage_time,13.94,%,12.1,760150597,1024000000,57873,89975,0,custom,staging,0.1,
2026-03-27T10:17:00+00:00,custom-sim,gke_container,container-5313,europe-west1-b,container/cpu/usage_time,11.78,%,38.93,291849488,1024000000,22231,47546,0,custom,staging,0.1,
2026-03-27T10:18:00+00:00,custom-sim,gke_container,container-3469,europe-west1-b,container/cpu/usage_time,27.02,%,82.89,559501761,1024000000,16771,97740,0,custom,staging,0.1,
2026-03-27T10:19:00+00:00,custom-sim,gke_container,container-3723,europe-west1-b,container/cpu/usage_time,27.13,%,50.35,435909279,1024000000,23888,13676,0,custom,staging,0.1,
2026-03-27T10:20:00+00:00,custom-sim,gke_container,container-3513,europe-west1-b,container/cpu/usage_time,10.7,%,19.87,113021402,1024000000,7988,9750,0,custom,staging,0.1,
2026-03-27T10:21:00+00:00,custom-sim,gke_container,container-5558,europe-west1-b,container/cpu/usage_time,16.39,%,5.06,155049574,1024000000,42952,11222,0,custom,staging,0.1,
