timestamp,metric_name,metric_type,metric_value,service_name,pod_name,container_id,label_area,label_env,help_text,_anomaly
2026-03-28T08:03:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09275480998783962,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:03:00+00:00,process_cpu_usage,gauge,0.20083213827959073,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:04:00+00:00,jvm_memory_used_bytes,gauge,300000512,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:04:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09092414955276702,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:04:00+00:00,process_cpu_usage,gauge,0.19543970264745789,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:05:00+00:00,jvm_memory_used_bytes,gauge,300000129,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:05:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09788144357810764,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:05:00+00:00,process_cpu_usage,gauge,0.19051312894242478,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:06:00+00:00,jvm_memory_used_bytes,gauge,300000097,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:06:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10647999339452013,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:06:00+00:00,process_cpu_usage,gauge,0.2040866037689776,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:07:00+00:00,jvm_memory_used_bytes,gauge,300000056,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:07:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09155672057972764,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:07:00+00:00,process_cpu_usage,gauge,0.19652473554066163,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:08:00+00:00,jvm_memory_used_bytes,gauge,300000865,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:08:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10899691873800936,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:08:00+00:00,process_cpu_usage,gauge,0.1957726022958008,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:09:00+00:00,jvm_memory_used_bytes,gauge,299999594,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:09:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09155990967243384,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:09:00+00:00,process_cpu_usage,gauge,0.19514760261975247,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:10:00+00:00,jvm_memory_used_bytes,gauge,299999695,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:10:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10821375657466989,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:10:00+00:00,process_cpu_usage,gauge,0.1932897884424448,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:10:00+00:00,jvm_memory_used_bytes,gauge,382222222,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_LEAK
2026-03-28T08:10:00+00:00,jvm_gc_pause_seconds_sum,gauge,3.14,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_GC
2026-03-28T08:10:00+00:00,process_cpu_usage,gauge,0.28,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_CPU
2026-03-28T08:11:00+00:00,jvm_memory_used_bytes,gauge,299999630,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:11:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.1085339547979579,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:11:00+00:00,process_cpu_usage,gauge,0.2036129178467036,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:12:00+00:00,jvm_memory_used_bytes,gauge,299999687,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:12:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10126514299778705,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:12:00+00:00,process_cpu_usage,gauge,0.20519386625595054,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:13:00+00:00,jvm_memory_used_bytes,gauge,300000832,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:13:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10448591013293479,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:13:00+00:00,process_cpu_usage,gauge,0.20486473593552285,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:14:00+00:00,jvm_memory_used_bytes,gauge,300000953,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:14:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10553456001148571,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:14:00+00:00,process_cpu_usage,gauge,0.19749164807968506,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:15:00+00:00,jvm_memory_used_bytes,gauge,300000809,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:15:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09578021670443385,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:15:00+00:00,process_cpu_usage,gauge,0.19622639555642618,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:16:00+00:00,jvm_memory_used_bytes,gauge,299999375,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:16:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09259557349682421,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:16:00+00:00,process_cpu_usage,gauge,0.20620671068039875,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:17:00+00:00,jvm_memory_used_bytes,gauge,300000430,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:17:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.1041755047726967,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:17:00+00:00,process_cpu_usage,gauge,0.19091197823439915,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:18:00+00:00,jvm_memory_used_bytes,gauge,300000085,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:18:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.101401501250484,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:18:00+00:00,process_cpu_usage,gauge,0.2071221979336741,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:19:00+00:00,jvm_memory_used_bytes,gauge,299999363,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:19:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09006906159363619,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:19:00+00:00,process_cpu_usage,gauge,0.19931709249567706,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:20:00+00:00,jvm_memory_used_bytes,gauge,299999703,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:20:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10514309375416919,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:20:00+00:00,process_cpu_usage,gauge,0.19971761586382974,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:20:00+00:00,jvm_memory_used_bytes,gauge,464444444,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_LEAK
2026-03-28T08:20:00+00:00,jvm_gc_pause_seconds_sum,gauge,5.84,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_GC
2026-03-28T08:20:00+00:00,process_cpu_usage,gauge,0.36,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_CPU
2026-03-28T08:21:00+00:00,jvm_memory_used_bytes,gauge,299999727,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:21:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10340630699893111,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:21:00+00:00,process_cpu_usage,gauge,0.19633361614527708,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:22:00+00:00,jvm_memory_used_bytes,gauge,300000978,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:22:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09073625197654381,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:22:00+00:00,process_cpu_usage,gauge,0.20302204614510805,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:23:00+00:00,jvm_memory_used_bytes,gauge,299999174,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:23:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09811876503929853,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:23:00+00:00,process_cpu_usage,gauge,0.2039734523869338,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:24:00+00:00,jvm_memory_used_bytes,gauge,300000498,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:24:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10560005606005139,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:24:00+00:00,process_cpu_usage,gauge,0.19787397773193963,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:25:00+00:00,jvm_memory_used_bytes,gauge,300000862,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:25:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10864088616901676,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:25:00+00:00,process_cpu_usage,gauge,0.1985262080281057,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:26:00+00:00,jvm_memory_used_bytes,gauge,300000602,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:26:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10876604431487116,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:26:00+00:00,process_cpu_usage,gauge,0.20939418616731212,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:27:00+00:00,jvm_memory_used_bytes,gauge,300000780,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:27:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10161131282786769,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:27:00+00:00,process_cpu_usage,gauge,0.20596203335630808,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:28:00+00:00,jvm_memory_used_bytes,gauge,300000498,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:28:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10805526969904414,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:28:00+00:00,process_cpu_usage,gauge,0.20256229454353425,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:29:00+00:00,jvm_memory_used_bytes,gauge,299999923,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:29:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10747022198629785,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:29:00+00:00,process_cpu_usage,gauge,0.19244336311149476,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:30:00+00:00,jvm_memory_used_bytes,gauge,299999104,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:30:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10765213720841915,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:30:00+00:00,process_cpu_usage,gauge,0.2073370851956047,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:30:00+00:00,jvm_memory_used_bytes,gauge,546666666,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_LEAK
2026-03-28T08:30:00+00:00,jvm_gc_pause_seconds_sum,gauge,8.53,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_GC
2026-03-28T08:30:00+00:00,process_cpu_usage,gauge,0.45,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_CPU
2026-03-28T08:31:00+00:00,jvm_memory_used_bytes,gauge,299999295,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:31:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.1035441042699479,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:31:00+00:00,process_cpu_usage,gauge,0.20552640479592402,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:32:00+00:00,jvm_memory_used_bytes,gauge,299999527,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:32:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10394631506105483,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:32:00+00:00,process_cpu_usage,gauge,0.20459329003721918,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:33:00+00:00,jvm_memory_used_bytes,gauge,299999976,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:33:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09767779579326516,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:33:00+00:00,process_cpu_usage,gauge,0.20938790450966935,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:34:00+00:00,jvm_memory_used_bytes,gauge,299999757,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:34:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10121163651563483,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:34:00+00:00,process_cpu_usage,gauge,0.1930439007264585,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:35:00+00:00,jvm_memory_used_bytes,gauge,300000835,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:35:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.1006445245193365,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:35:00+00:00,process_cpu_usage,gauge,0.20813275864483147,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:36:00+00:00,jvm_memory_used_bytes,gauge,300000128,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:36:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09824663900816119,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:36:00+00:00,process_cpu_usage,gauge,0.20976280745487821,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:37:00+00:00,jvm_memory_used_bytes,gauge,299999205,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:37:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10876526845678149,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:37:00+00:00,process_cpu_usage,gauge,0.19416469882924436,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:38:00+00:00,jvm_memory_used_bytes,gauge,300000961,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:38:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10049210808690037,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:38:00+00:00,process_cpu_usage,gauge,0.20709423612012404,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:39:00+00:00,jvm_memory_used_bytes,gauge,300000526,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:39:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09821401829275371,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:39:00+00:00,process_cpu_usage,gauge,0.19042116889089186,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:40:00+00:00,jvm_memory_used_bytes,gauge,299999071,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:40:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09106448562323488,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:40:00+00:00,process_cpu_usage,gauge,0.19262229894797003,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:40:00+00:00,jvm_memory_used_bytes,gauge,628888888,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_LEAK
2026-03-28T08:40:00+00:00,jvm_gc_pause_seconds_sum,gauge,11.23,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_GC
2026-03-28T08:40:00+00:00,process_cpu_usage,gauge,0.53,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_CPU
2026-03-28T08:41:00+00:00,jvm_memory_used_bytes,gauge,299999658,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:41:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10788944998459032,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:41:00+00:00,process_cpu_usage,gauge,0.19742785091809734,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:42:00+00:00,jvm_memory_used_bytes,gauge,299999527,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:42:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09032885383530137,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:42:00+00:00,process_cpu_usage,gauge,0.2022423939745345,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:43:00+00:00,jvm_memory_used_bytes,gauge,300000553,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:43:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09990164185739632,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:43:00+00:00,process_cpu_usage,gauge,0.19413216925771362,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:44:00+00:00,jvm_memory_used_bytes,gauge,300000809,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:44:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09696079567639854,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:44:00+00:00,process_cpu_usage,gauge,0.2090181794950792,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:45:00+00:00,jvm_memory_used_bytes,gauge,299999404,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:45:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10959175113824421,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:45:00+00:00,process_cpu_usage,gauge,0.19936615954080636,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:46:00+00:00,jvm_memory_used_bytes,gauge,299999486,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:46:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10651127970698272,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:46:00+00:00,process_cpu_usage,gauge,0.19105401989908585,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:47:00+00:00,jvm_memory_used_bytes,gauge,300000911,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:47:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09971883878427537,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:47:00+00:00,process_cpu_usage,gauge,0.19658714663107663,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:48:00+00:00,jvm_memory_used_bytes,gauge,300000972,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:48:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10103542956805897,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:48:00+00:00,process_cpu_usage,gauge,0.19712616863581978,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:49:00+00:00,jvm_memory_used_bytes,gauge,299999482,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:49:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10522013035458236,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:49:00+00:00,process_cpu_usage,gauge,0.20662490889610313,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:50:00+00:00,jvm_memory_used_bytes,gauge,300000442,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:50:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10668163200387092,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:50:00+00:00,process_cpu_usage,gauge,0.19937198475303664,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:50:00+00:00,jvm_memory_used_bytes,gauge,711111111,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_LEAK
2026-03-28T08:50:00+00:00,jvm_gc_pause_seconds_sum,gauge,13.92,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_GC
2026-03-28T08:50:00+00:00,process_cpu_usage,gauge,0.61,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,A3_CPU
2026-03-28T08:51:00+00:00,jvm_memory_used_bytes,gauge,300000201,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:51:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.1099640568944048,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:51:00+00:00,process_cpu_usage,gauge,0.1941428453149501,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:52:00+00:00,jvm_memory_used_bytes,gauge,300000428,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:52:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.10044164542057428,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:52:00+00:00,process_cpu_usage,gauge,0.20133182483632953,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:53:00+00:00,jvm_memory_used_bytes,gauge,300000646,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:53:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09993254740152915,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:53:00+00:00,process_cpu_usage,gauge,0.20935162414271952,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:54:00+00:00,jvm_memory_used_bytes,gauge,300000227,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:54:00+00:00,jvm_gc_pause_seconds_sum,gauge,0.09699618560800673,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
2026-03-28T08:54:00+00:00,process_cpu_usage,gauge,0.19878068843702087,terminal-handler-sim,terminal-handler-pod-0,container-main,payments,staging,,
