timestamp,atm_id,hostname,os_version,cpu_usage_percent,memory_used_mb,memory_total_mb,memory_usage_percent,disk_read_bytes_per_sec,disk_write_bytes_per_sec,disk_free_gb,network_bytes_sent_per_sec,network_bytes_recv_per_sec,network_errors,process_count,system_uptime_seconds,event_log_errors_last_min,_anomaly
2026-03-24T08:04:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,12.54,510,4096,12.45,3823.81,2342.55,147.28,2228.88,3048.38,0,85,64993,0,
2026-03-24T08:05:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,10.5,756,4096,18.46,3441.27,4615.57,160.57,8060.78,423.42,0,120,40622,0,
2026-03-24T08:05:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,31.79,1268,4096,30.96,1150.42,3090.32,158.92,7084.3,1837.21,0,85,64695,0,
2026-03-24T08:05:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,16.01,741,4096,18.09,1287.01,4840.56,153.67,4725.44,7505.88,0,104,36417,0,
2026-03-24T08:05:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,11.6,1436,4096,35.06,2995.08,3844.89,179.05,9966.78,6190.19,0,104,84910,0,
2026-03-24T08:06:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,35.63,1411,4096,34.45,3963.84,3552.61,109.32,521.04,33.87,0,99,15985,0,
2026-03-24T08:06:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,17.53,675,4096,16.48,4436.61,2693.32,34.43,3198.17,8450.4,0,119,61742,0,
2026-03-24T08:06:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,9.58,1273,4096,31.08,4413.13,4660.18,144.76,2488.05,588.9,0,110,13349,0,
2026-03-24T08:06:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,7.64,1101,4096,26.88,4212.87,441.7,172.75,1066.64,8414.09,0,116,28934,0,
2026-03-24T08:07:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,39.66,567,4096,13.84,2422.45,703.88,109.59,5410.77,3921.75,0,101,61617,0,
2026-03-24T08:07:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,22.69,506,4096,12.35,4431.01,4095.42,156.46,3511.13,6701.46,0,87,43538,0,
2026-03-24T08:07:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,13.24,522,4096,12.74,4113.55,3515.17,34.54,5596.9,4784.7,0,112,8305,0,
2026-03-24T08:07:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,16.54,1208,4096,29.49,4638.2,2162.8,106.38,5958.63,131.81,0,120,7211,0,
2026-03-24T08:08:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,28.62,657,4096,16.04,4271.21,2542.16,132.76,1026.33,1831.29,0,81,39468,0,
2026-03-24T08:08:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,28.02,1310,4096,31.98,2938.91,2457.73,69.3,4518.44,5744.44,0,106,5422,0,
2026-03-24T08:08:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,34.95,1004,4096,24.51,757.42,2525.45,106.19,937.65,5028.81,0,110,19075,0,
2026-03-24T08:08:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,22.12,869,4096,21.22,1151.21,4729.34,52.19,6689.83,896.34,0,117,41926,0,
2026-03-24T08:09:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,29.46,886,4096,21.63,2161.82,4550.11,153.0,8685.08,952.03,0,95,79341,0,
2026-03-24T08:09:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,19.54,1480,4096,36.13,4007.05,3892.69,104.43,195.86,984.08,0,94,46658,0,
2026-03-24T08:09:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,36.44,1305,4096,31.86,4717.97,545.03,61.03,9031.34,3976.67,0,111,23320,0,
2026-03-24T08:09:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,17.3,1270,4096,31.01,1320.75,2234.44,134.5,6248.99,258.79,0,110,81382,0,
2026-03-24T08:10:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,29.92,1486,4096,36.28,1472.05,3156.63,111.85,4976.68,640.88,0,101,81517,0,
2026-03-24T08:10:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,39.69,1270,4096,31.01,3617.26,4148.4,73.3,8764.43,3932.9,0,101,72597,0,
2026-03-24T08:10:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,19.57,424,4096,10.35,1420.66,3611.2,78.7,4555.54,1791.77,0,103,62086,0,
2026-03-24T08:10:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,22.43,1494,4096,36.47,4702.15,1222.44,157.78,7649.03,423.12,0,119,14455,0,
2026-03-24T08:11:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,7.01,1444,4096,35.25,2259.43,3319.19,156.12,4337.46,2781.76,0,111,79141,0,
2026-03-24T08:11:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,25.97,1298,4096,31.69,1752.9,4433.58,196.75,3242.9,5658.92,0,101,47649,0,
2026-03-24T08:11:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,8.26,1139,4096,27.81,155.07,1090.39,190.89,2984.6,7159.77,0,113,12471,0,
2026-03-24T08:11:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,37.14,1489,4096,36.35,4926.22,2143.09,96.34,4530.47,6519.64,0,119,85064,0,
2026-03-24T08:12:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,39.27,816,4096,19.92,848.61,2347.8,73.69,9941.41,808.46,0,105,34612,0,
2026-03-24T08:12:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,9.51,881,4096,21.51,158.65,3555.19,102.92,7478.1,9950.38,0,96,45230,0,
2026-03-24T08:12:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,29.13,1442,4096,35.21,3173.53,924.34,11.99,4224.27,9525.46,0,115,54119,0,
2026-03-24T08:12:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,30.02,1344,4096,32.81,4628.97,1932.65,131.05,3090.62,9693.31,0,101,56501,0,
2026-03-24T08:13:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,22.71,1204,4096,29.39,2758.17,4685.92,174.6,2105.13,8521.2,0,88,58828,0,
2026-03-24T08:13:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,7.67,1383,4096,33.76,2910.98,2668.57,100.17,9842.01,138.69,0,118,77315,0,
2026-03-24T08:13:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,39.5,886,4096,21.63,2481.74,2732.55,146.91,3996.29,255.19,0,81,72586,0,
2026-03-24T08:13:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,28.37,516,4096,12.6,4301.05,3601.87,94.53,7189.5,6966.84,0,86,81085,0,
2026-03-24T08:14:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,18.98,482,4096,11.77,2273.47,1055.8,34.57,23.83,5364.22,0,106,48714,0,
2026-03-24T08:14:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,18.01,1407,4096,34.35,4521.58,2467.93,14.63,9628.73,5212.09,0,105,51559,0,
2026-03-24T08:14:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,32.92,905,4096,22.09,3751.33,1048.12,148.47,8035.1,6320.86,0,84,30501,0,
2026-03-24T08:14:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,23.08,1291,4096,31.52,2157.48,1879.56,120.79,318.3,5487.35,0,106,54823,0,
2026-03-24T08:15:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,37.85,1329,4096,32.45,1060.62,4176.76,79.05,2437.94,4978.73,0,87,21762,0,
2026-03-24T08:15:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,26.39,1026,4096,25.05,2312.1,1015.35,196.49,4515.48,9335.72,0,107,65019,0,
2026-03-24T08:15:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,39.7,620,4096,15.14,1611.52,695.83,77.23,2914.77,8264.84,0,120,81374,0,
2026-03-24T08:15:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,19.84,548,4096,13.38,4676.05,544.83,133.01,5256.36,2170.44,0,81,69427,0,
2026-03-24T08:16:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,35.14,747,4096,18.24,2197.95,4371.05,32.11,2751.75,9237.08,0,115,38385,0,
2026-03-24T08:16:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,36.99,535,4096,13.06,1411.63,4095.94,145.44,4191.77,8576.68,0,90,79666,0,
2026-03-24T08:16:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,27.81,862,4096,21.04,4485.74,1623.76,62.81,7543.31,4127.76,0,103,75487,0,
2026-03-24T08:16:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,39.63,538,4096,13.13,2757.9,832.35,188.56,380.54,1302.55,0,81,34046,0,
2026-03-24T08:17:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,35.92,967,4096,23.61,2723.85,828.25,24.42,8166.65,4602.84,0,84,48597,0,
2026-03-24T08:17:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,33.2,986,4096,24.07,1368.5,2804.86,105.46,4751.84,1238.66,0,96,19172,0,
2026-03-24T08:17:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,15.95,1157,4096,28.25,3943.7,3281.5,53.62,4035.59,3095.18,0,113,33159,0,
2026-03-24T08:17:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,34.7,1091,4096,26.64,3749.03,2880.58,58.71,6583.07,6544.31,0,120,10260,0,
2026-03-24T08:18:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,10.98,506,4096,12.35,4561.56,2871.9,75.78,5813.99,9082.15,0,101,43559,0,
2026-03-24T08:18:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,27.21,1440,4096,35.16,1327.3,3414.25,117.49,6306.19,4441.51,0,81,27612,0,
2026-03-24T08:18:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,21.71,854,4096,20.85,3337.86,4483.45,35.59,7816.13,5530.98,0,81,67358,0,
2026-03-24T08:18:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,26.06,867,4096,21.17,4870.38,2635.08,61.64,8553.7,1768.7,0,85,10569,0,
2026-03-24T08:19:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,18.28,776,4096,18.95,1223.1,646.74,55.68,8852.12,8185.49,0,107,52049,0,
2026-03-24T08:19:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,27.44,1404,4096,34.28,3908.45,1598.93,159.42,9376.84,8309.58,0,89,30106,0,
2026-03-24T08:19:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,37.97,420,4096,10.25,1296.42,2246.55,144.9,8413.27,5592.03,0,80,73110,0,
2026-03-24T08:19:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,10.37,1120,4096,27.34,4873.08,4920.91,80.26,2585.65,4126.7,0,102,53843,0,
2026-03-24T08:20:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,12.72,1368,4096,33.4,4743.51,2478.21,107.56,879.65,5894.9,0,120,60235,0,
2026-03-24T08:20:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,21.81,506,4096,12.35,450.56,4690.58,111.9,2538.33,9374.72,0,117,28693,0,
2026-03-24T08:20:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,11.7,526,4096,12.84,4935.63,2959.31,88.35,1461.32,1185.77,0,84,13189,0,
2026-03-24T08:20:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,11.29,972,4096,23.73,644.02,2876.46,114.57,3643.13,6971.5,0,81,29567,0,
2026-03-24T08:21:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,39.58,639,4096,15.6,1779.21,2804.3,31.78,865.74,3327.72,0,83,6682,0,
2026-03-24T08:21:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,14.37,449,4096,10.96,1661.02,1283.74,176.26,1822.43,4887.74,0,84,6861,0,
2026-03-24T08:21:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,29.03,418,4096,10.21,1136.77,2646.87,113.41,2309.76,7569.55,0,120,49581,0,
2026-03-24T08:21:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,38.67,696,4096,16.99,1511.85,1789.92,127.17,4522.25,540.9,0,87,30110,0,
2026-03-24T08:22:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,27.89,429,4096,10.47,2719.45,2791.04,190.33,2645.59,2364.73,0,115,58819,0,
2026-03-24T08:22:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,33.92,1255,4096,30.64,3283.72,3481.45,98.12,79.18,2792.23,0,81,72211,0,
2026-03-24T08:22:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,19.64,928,4096,22.66,3293.99,1223.23,30.09,1665.08,3260.05,0,86,55547,0,
2026-03-24T08:22:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,18.0,920,4096,22.46,1278.5,2696.71,52.72,2881.4,8122.28,0,111,47160,0,
2026-03-24T08:23:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,34.22,931,4096,22.73,3171.55,3628.77,190.22,5095.09,1910.05,0,99,49221,0,
2026-03-24T08:23:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,35.79,1240,4096,30.27,1147.3,1681.69,68.1,8438.83,762.47,0,107,76722,0,
2026-03-24T08:23:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,34.81,1298,4096,31.69,666.95,4436.27,122.16,9925.64,7798.96,0,86,8738,0,
2026-03-24T08:23:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,25.54,1152,4096,28.12,4268.46,4771.18,48.29,4377.31,7537.99,0,90,61515,0,
2026-03-24T08:24:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,36.24,732,4096,17.87,4145.73,3148.23,74.66,4962.36,1592.17,0,109,38236,0,
2026-03-24T08:24:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,18.05,1141,4096,27.86,1112.13,838.37,50.71,6288.83,356.41,0,92,23196,0,
2026-03-24T08:24:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,27.63,1090,4096,26.61,295.44,30.34,184.51,2141.03,1018.65,0,83,12314,0,
2026-03-24T08:24:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,13.75,1326,4096,32.37,1971.4,4444.74,51.55,6136.73,7062.74,0,100,3802,0,
2026-03-24T08:25:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,10.16,1109,4096,27.08,418.03,3765.41,87.06,2853.12,7339.99,0,90,37989,0,
2026-03-24T08:25:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,26.46,799,4096,19.51,2082.0,3034.59,97.76,8065.18,3750.69,0,109,66288,0,
2026-03-24T08:25:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,38.28,677,4096,16.53,328.39,757.53,46.09,7533.38,9399.18,0,120,39777,0,
2026-03-24T08:25:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,38.26,753,4096,18.38,1393.23,622.09,108.22,3929.67,7990.41,0,119,78452,0,
2026-03-24T08:26:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,14.06,1216,4096,29.69,702.96,4883.79,131.7,4031.19,3647.87,0,111,13687,0,
2026-03-24T08:26:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,28.43,784,4096,19.14,2933.39,3972.62,138.65,410.03,1143.51,0,108,58173,0,
2026-03-24T08:26:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,6.98,968,4096,23.63,2045.92,2165.84,192.91,5057.09,6956.15,0,94,63311,0,
2026-03-24T08:26:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,39.41,1431,4096,34.94,881.41,967.71,74.53,3380.75,4286.15,0,97,50792,0,
2026-03-24T08:27:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,11.01,1236,4096,30.18,1210.79,2972.9,129.37,6984.11,3733.72,0,101,75141,0,
2026-03-24T08:27:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,18.93,1315,4096,32.1,3047.09,450.24,168.4,3392.41,4088.83,0,105,12982,0,
2026-03-24T08:27:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,20.07,529,4096,12.92,1069.04,4035.42,79.71,7281.51,1396.32,0,108,31534,0,
2026-03-24T08:27:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,27.96,1287,4096,31.42,2638.19,4936.24,15.95,6438.73,8494.11,0,111,33632,0,
2026-03-24T08:28:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,24.6,1396,4096,34.08,3256.92,2286.8,17.05,5563.08,3229.56,0,89,46843,0,
2026-03-24T08:28:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,23.07,414,4096,10.11,2708.72,4610.08,23.8,2309.43,6552.12,0,100,43842,0,
2026-03-24T08:28:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,21.28,430,4096,10.5,3659.78,2082.8,62.28,4267.53,2491.57,0,111,28606,0,
2026-03-24T08:28:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,19.32,944,4096,23.05,322.95,1917.25,182.12,5412.11,4477.29,0,114,58838,0,
2026-03-24T08:29:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,27.64,563,4096,13.75,1866.41,2107.46,49.75,9891.85,2030.35,0,116,50133,0,
2026-03-24T08:29:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,32.14,1059,4096,25.85,149.99,3858.41,71.45,3239.63,2834.95,0,82,74731,0,
2026-03-24T08:29:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,24.82,1160,4096,28.32,1605.57,2854.02,19.89,1718.88,9797.18,0,109,39785,0,
2026-03-24T08:29:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,30.05,592,4096,14.45,3129.18,1852.44,96.77,3147.72,5009.43,0,90,10129,0,
2026-03-24T08:30:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,19.54,615,4096,15.01,2225.75,4426.88,118.61,394.13,5784.34,0,110,63872,0,
2026-03-24T08:30:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,16.59,549,4096,13.4,228.19,3961.93,34.34,8684.27,6988.06,0,112,23181,0,
2026-03-24T08:30:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,10.12,1408,4096,34.38,4930.77,3863.31,151.18,4824.71,3169.57,0,84,65760,0,
2026-03-24T08:30:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,16.73,709,4096,17.31,3491.93,3971.53,188.04,3545.43,4442.93,0,113,9389,0,
2026-03-24T08:31:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,17.48,1224,4096,29.88,1469.18,2630.22,135.55,2724.27,5352.1,0,83,28166,0,
2026-03-24T08:31:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,10.09,590,4096,14.4,1126.28,1896.84,169.89,834.44,1814.38,0,102,33483,0,
2026-03-24T08:31:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,25.01,792,4096,19.34,3006.97,202.09,183.29,6399.43,2987.99,0,102,9132,0,
2026-03-24T08:31:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,14.65,651,4096,15.89,3451.29,4639.13,98.3,6827.77,9409.09,0,117,64361,0,
2026-03-24T08:32:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,28.89,1317,4096,32.15,303.26,1423.71,129.49,4899.42,5941.73,0,92,39737,0,
2026-03-24T08:32:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,8.31,714,4096,17.43,3051.2,4186.54,198.25,6297.15,7570.08,0,101,71737,0,
2026-03-24T08:32:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,18.09,650,4096,15.87,3789.79,406.9,96.78,7866.29,6823.84,0,97,71266,0,
2026-03-24T08:32:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,31.34,944,4096,23.05,4944.97,2323.36,44.66,5178.26,4004.67,0,118,71281,0,
2026-03-24T08:33:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,39.69,1070,4096,26.12,589.72,3152.44,35.16,121.72,2432.99,0,102,36389,0,
2026-03-24T08:33:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,17.82,616,4096,15.04,4670.05,3600.67,107.18,2312.51,996.66,0,111,12488,0,
2026-03-24T08:33:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,14.98,595,4096,14.53,4130.5,1879.34,38.9,900.84,731.89,0,80,79253,0,
2026-03-24T08:33:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,27.5,655,4096,15.99,1758.22,4951.44,183.93,6875.04,2278.19,0,104,15789,0,
2026-03-24T08:34:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,28.68,1048,4096,25.59,4722.4,480.31,68.22,1539.77,9150.51,0,114,73100,0,
2026-03-24T08:34:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,13.73,1447,4096,35.33,1806.34,2499.77,99.74,2668.21,7168.28,0,92,49937,0,
2026-03-24T08:34:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,28.21,1078,4096,26.32,2943.98,1686.93,66.78,111.04,5073.43,0,100,53651,0,
2026-03-24T08:34:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,32.3,1420,4096,34.67,3218.01,2942.84,159.72,1023.58,4496.14,0,94,4760,0,
2026-03-24T08:35:00+00:00,ATM-GB-0001,host-atm-gb-0001,Windows-Server-2019,39.4,929,4096,22.68,4977.88,3520.95,21.88,1865.37,7322.94,0,102,55337,0,
2026-03-24T08:35:00+00:00,ATM-GB-0002,host-atm-gb-0002,Windows-Server-2019,32.06,754,4096,18.41,3160.32,857.92,150.55,6407.1,1347.46,0,89,8533,0,
2026-03-24T08:35:00+00:00,ATM-GB-0003,host-atm-gb-0003,Windows-Server-2019,32.52,1063,4096,25.95,3657.49,2636.74,45.99,5014.03,7723.55,0,101,9010,0,
2026-03-24T08:35:00+00:00,ATM-GB-0004,host-atm-gb-0004,Windows-Server-2019,37.81,954,4096,23.29,4069.75,1423.05,132.85,7386.51,6979.96,0,103,60816,0,
